indicator,week,n_models,has_ensemble,has_baseline,era,hub,ensemble_locations,season,n_published
COVID-19 deaths,2022-10-24,13,TRUE,TRUE,archive,covid_archive,32,2022/23,14
COVID-19 deaths,2022-10-31,12,TRUE,TRUE,archive,covid_archive,32,2022/23,13
COVID-19 deaths,2022-11-07,14,TRUE,TRUE,archive,covid_archive,32,2022/23,15
COVID-19 deaths,2022-11-14,13,TRUE,TRUE,archive,covid_archive,32,2022/23,14
COVID-19 deaths,2022-11-21,12,TRUE,TRUE,archive,covid_archive,32,2022/23,13
COVID-19 deaths,2022-11-28,12,TRUE,TRUE,archive,covid_archive,32,2022/23,13
COVID-19 deaths,2022-12-05,12,TRUE,TRUE,archive,covid_archive,32,2022/23,13
COVID-19 deaths,2022-12-12,12,TRUE,TRUE,archive,covid_archive,31,2022/23,13
COVID-19 deaths,2022-12-19,8,TRUE,TRUE,archive,covid_archive,7,2022/23,9
COVID-19 deaths,2022-12-26,7,FALSE,TRUE,archive,covid_archive,NA,2022/23,7
COVID-19 deaths,2023-01-02,12,TRUE,TRUE,archive,covid_archive,24,2022/23,13
COVID-19 deaths,2023-01-09,11,TRUE,TRUE,archive,covid_archive,7,2022/23,12
COVID-19 deaths,2023-01-16,13,TRUE,TRUE,archive,covid_archive,31,2022/23,14
COVID-19 deaths,2023-01-23,12,TRUE,TRUE,archive,covid_archive,29,2022/23,13
COVID-19 deaths,2023-01-30,12,TRUE,TRUE,archive,covid_archive,32,2022/23,13
COVID-19 deaths,2023-02-06,11,TRUE,TRUE,archive,covid_archive,31,2022/23,12
COVID-19 deaths,2023-02-13,12,TRUE,TRUE,archive,covid_archive,31,2022/23,13
COVID-19 deaths,2023-02-20,12,TRUE,TRUE,archive,covid_archive,31,2022/23,13
COVID-19 deaths,2023-02-27,10,TRUE,TRUE,archive,covid_archive,31,2022/23,11
COVID-19 deaths,2023-03-06,10,TRUE,TRUE,archive,covid_archive,32,2022/23,11
COVID-19 deaths,2023-03-13,7,TRUE,TRUE,archive,covid_archive,25,2022/23,8
COVID-19 deaths,2023-03-20,7,TRUE,TRUE,archive,covid_archive,20,2022/23,8
COVID-19 deaths,2023-03-27,6,TRUE,TRUE,archive,covid_archive,29,2022/23,7
COVID-19 deaths,2023-04-03,7,TRUE,TRUE,archive,covid_archive,30,2022/23,8
COVID-19 deaths,2023-04-10,6,TRUE,TRUE,archive,covid_archive,32,2022/23,7
COVID-19 deaths,2023-04-17,5,TRUE,TRUE,archive,covid_archive,32,2022/23,6
COVID-19 deaths,2023-04-24,5,TRUE,TRUE,archive,covid_archive,30,2022/23,6
COVID-19 deaths,2023-05-01,7,TRUE,TRUE,archive,covid_archive,29,2022/23,8
COVID-19 deaths,2023-05-08,8,TRUE,TRUE,archive,covid_archive,30,2022/23,9
COVID-19 deaths,2023-05-15,6,TRUE,TRUE,archive,covid_archive,32,2022/23,7
COVID-19 deaths,2023-05-22,8,TRUE,TRUE,archive,covid_archive,21,2022/23,9
COVID-19 deaths,2023-05-29,7,TRUE,TRUE,archive,covid_archive,23,2022/23,8
COVID-19 deaths,2023-06-05,7,TRUE,TRUE,archive,covid_archive,23,2022/23,8
COVID-19 deaths,2023-06-12,7,TRUE,TRUE,archive,covid_archive,20,2022/23,8
COVID-19 deaths,2023-06-19,6,TRUE,TRUE,archive,covid_archive,23,2022/23,7
COVID-19 deaths,2023-06-26,6,TRUE,TRUE,archive,covid_archive,23,2022/23,7
COVID-19 deaths,2023-07-03,6,TRUE,TRUE,archive,covid_archive,23,2022/23,7
COVID-19 deaths,2023-07-10,6,TRUE,TRUE,archive,covid_archive,22,2022/23,7
COVID-19 deaths,2023-07-17,6,TRUE,TRUE,archive,covid_archive,21,2022/23,7
COVID-19 deaths,2023-07-24,6,TRUE,TRUE,archive,covid_archive,21,2022/23,7
COVID-19 deaths,2023-07-31,6,TRUE,TRUE,archive,covid_archive,18,2022/23,7
COVID-19 deaths,2023-08-07,6,TRUE,TRUE,archive,covid_archive,16,2023/24,7
COVID-19 deaths,2023-08-14,6,TRUE,TRUE,archive,covid_archive,17,2023/24,7
COVID-19 deaths,2023-08-21,5,TRUE,TRUE,archive,covid_archive,17,2023/24,6
COVID-19 deaths,2023-08-28,6,FALSE,TRUE,archive,covid_archive,NA,2023/24,6
COVID-19 deaths,2023-09-04,5,TRUE,TRUE,archive,covid_archive,16,2023/24,6
COVID-19 deaths,2023-09-11,6,TRUE,TRUE,archive,covid_archive,18,2023/24,7
COVID-19 deaths,2023-09-18,5,TRUE,TRUE,archive,covid_archive,18,2023/24,6
COVID-19 deaths,2023-09-25,5,TRUE,TRUE,archive,covid_archive,18,2023/24,6
COVID-19 deaths,2023-10-02,5,TRUE,TRUE,archive,covid_archive,18,2023/24,6
COVID-19 deaths,2023-10-09,5,TRUE,TRUE,archive,covid_archive,16,2023/24,6
COVID-19 deaths,2023-10-16,5,TRUE,TRUE,archive,covid_archive,11,2023/24,6
COVID-19 deaths,2023-10-23,5,TRUE,TRUE,archive,covid_archive,16,2023/24,6
COVID-19 deaths,2023-10-30,7,TRUE,TRUE,archive,covid_archive,21,2023/24,8
COVID-19 deaths,2023-11-06,7,TRUE,TRUE,archive,covid_archive,21,2023/24,8
COVID-19 deaths,2023-11-13,5,TRUE,TRUE,archive,covid_archive,21,2023/24,6
COVID-19 deaths,2023-11-20,5,TRUE,TRUE,archive,covid_archive,1,2023/24,6
COVID-19 deaths,2023-11-27,6,TRUE,TRUE,archive,covid_archive,1,2023/24,7
COVID-19 deaths,2023-12-04,6,TRUE,TRUE,archive,covid_archive,10,2023/24,7
COVID-19 deaths,2023-12-11,5,TRUE,TRUE,archive,covid_archive,2,2023/24,6
COVID-19 deaths,2023-12-18,5,TRUE,FALSE,archive,covid_archive,1,2023/24,6
COVID-19 deaths,2023-12-25,6,TRUE,TRUE,archive,covid_archive,12,2023/24,7
COVID-19 deaths,2024-01-01,6,TRUE,TRUE,archive,covid_archive,11,2023/24,7
COVID-19 deaths,2024-01-08,7,TRUE,TRUE,archive,covid_archive,7,2023/24,8
COVID-19 deaths,2024-01-15,6,TRUE,TRUE,archive,covid_archive,12,2023/24,7
COVID-19 deaths,2024-01-22,8,TRUE,TRUE,archive,covid_archive,16,2023/24,9
COVID-19 deaths,2024-01-29,8,TRUE,TRUE,archive,covid_archive,15,2023/24,9
COVID-19 deaths,2024-02-05,8,TRUE,TRUE,archive,covid_archive,14,2023/24,9
COVID-19 deaths,2024-02-12,8,TRUE,TRUE,archive,covid_archive,12,2023/24,9
COVID-19 deaths,2024-02-19,9,TRUE,TRUE,archive,covid_archive,12,2023/24,10
COVID-19 deaths,2024-02-26,9,TRUE,TRUE,archive,covid_archive,11,2023/24,10
COVID-19 deaths,2024-03-04,9,TRUE,TRUE,archive,covid_archive,11,2023/24,10
COVID-19 deaths,2024-03-11,8,TRUE,TRUE,archive,covid_archive,11,2023/24,9
COVID-19 deaths,2024-03-18,6,TRUE,TRUE,archive,covid_archive,11,2023/24,7
COVID-19 deaths,2024-03-25,6,TRUE,TRUE,archive,covid_archive,11,2023/24,7
COVID-19 deaths,2024-04-01,4,TRUE,TRUE,archive,covid_archive,5,2023/24,5
COVID-19 deaths,2024-04-08,6,TRUE,TRUE,archive,covid_archive,13,2023/24,7
COVID-19 deaths,2024-04-15,6,TRUE,TRUE,archive,covid_archive,13,2023/24,7
COVID-19 deaths,2024-04-22,7,TRUE,TRUE,archive,covid_archive,13,2023/24,8
COVID-19 deaths,2024-04-29,9,TRUE,FALSE,archive,covid_archive,6,2023/24,10
COVID-19 deaths,2024-05-06,7,TRUE,FALSE,archive,covid_archive,9,2023/24,8
COVID-19 deaths,2024-05-20,6,FALSE,FALSE,archive,covid_archive,NA,2023/24,6
COVID-19 deaths,2024-05-27,6,FALSE,FALSE,archive,covid_archive,NA,2023/24,6
COVID-19 deaths,2024-06-03,7,TRUE,FALSE,archive,covid_archive,7,2023/24,8
COVID-19 deaths,2024-06-10,6,FALSE,FALSE,archive,covid_archive,NA,2023/24,6
COVID-19 deaths,2024-06-17,4,FALSE,FALSE,archive,covid_archive,NA,2023/24,4
COVID-19 deaths,2024-06-24,4,FALSE,FALSE,archive,covid_archive,NA,2023/24,4
COVID-19 deaths,2024-07-01,5,TRUE,FALSE,archive,covid_archive,11,2023/24,6
COVID-19 deaths,2024-07-08,6,TRUE,FALSE,archive,covid_archive,12,2023/24,7
COVID-19 deaths,2024-07-15,6,TRUE,FALSE,archive,covid_archive,13,2023/24,7
COVID-19 deaths,2024-07-22,5,TRUE,FALSE,archive,covid_archive,4,2023/24,6
COVID-19 deaths,2024-07-29,6,TRUE,FALSE,archive,covid_archive,12,2023/24,7
COVID-19 deaths,2024-08-05,5,TRUE,FALSE,archive,covid_archive,10,2024/25,6
COVID-19 deaths,2024-08-12,2,FALSE,FALSE,archive,covid_archive,NA,2024/25,2
COVID-19 deaths,2024-08-19,3,TRUE,FALSE,archive,covid_archive,10,2024/25,4
COVID-19 deaths,2024-08-26,1,FALSE,FALSE,archive,covid_archive,NA,2024/25,1
COVID-19 deaths,2024-09-02,3,FALSE,FALSE,archive,covid_archive,NA,2024/25,3
COVID-19 deaths,2024-09-09,3,FALSE,FALSE,archive,covid_archive,NA,2024/25,3
COVID-19 deaths,2024-09-16,2,FALSE,FALSE,archive,covid_archive,NA,2024/25,2
COVID-19 deaths,2024-09-23,2,FALSE,FALSE,archive,covid_archive,NA,2024/25,2
COVID-19 deaths,2024-09-30,2,FALSE,FALSE,archive,covid_archive,NA,2024/25,2
COVID-19 deaths,2024-10-07,2,FALSE,FALSE,archive,covid_archive,NA,2024/25,2
COVID-19 deaths,2024-10-14,2,FALSE,FALSE,archive,covid_archive,NA,2024/25,2
COVID-19 hospitalisations,2021-07-26,0,FALSE,TRUE,archive,covid_archive,NA,2020/21,0
COVID-19 hospitalisations,2021-08-02,1,FALSE,TRUE,archive,covid_archive,NA,2021/22,1
COVID-19 hospitalisations,2021-08-09,1,FALSE,TRUE,archive,covid_archive,NA,2021/22,1
COVID-19 hospitalisations,2021-08-16,1,FALSE,TRUE,archive,covid_archive,NA,2021/22,1
COVID-19 hospitalisations,2021-08-23,1,FALSE,TRUE,archive,covid_archive,NA,2021/22,1
COVID-19 hospitalisations,2021-08-30,2,FALSE,TRUE,archive,covid_archive,NA,2021/22,2
COVID-19 hospitalisations,2021-09-06,3,TRUE,TRUE,archive,covid_archive,11,2021/22,4
COVID-19 hospitalisations,2021-09-13,3,TRUE,TRUE,archive,covid_archive,11,2021/22,4
COVID-19 hospitalisations,2021-09-20,3,TRUE,TRUE,archive,covid_archive,11,2021/22,4
COVID-19 hospitalisations,2021-09-27,3,TRUE,TRUE,archive,covid_archive,11,2021/22,4
COVID-19 hospitalisations,2021-10-04,6,TRUE,TRUE,archive,covid_archive,11,2021/22,7
COVID-19 hospitalisations,2021-10-11,7,TRUE,TRUE,archive,covid_archive,11,2021/22,8
COVID-19 hospitalisations,2021-10-18,6,TRUE,TRUE,archive,covid_archive,11,2021/22,7
COVID-19 hospitalisations,2021-10-25,6,TRUE,TRUE,archive,covid_archive,11,2021/22,7
COVID-19 hospitalisations,2021-11-01,7,TRUE,TRUE,archive,covid_archive,11,2021/22,8
COVID-19 hospitalisations,2021-11-08,8,TRUE,TRUE,archive,covid_archive,18,2021/22,9
COVID-19 hospitalisations,2021-11-15,8,TRUE,TRUE,archive,covid_archive,19,2021/22,9
COVID-19 hospitalisations,2021-11-22,9,TRUE,TRUE,archive,covid_archive,19,2021/22,10
COVID-19 hospitalisations,2021-11-29,11,TRUE,TRUE,archive,covid_archive,18,2021/22,12
COVID-19 hospitalisations,2021-12-06,9,TRUE,TRUE,archive,covid_archive,17,2021/22,10
COVID-19 hospitalisations,2021-12-13,8,TRUE,TRUE,archive,covid_archive,17,2021/22,9
COVID-19 hospitalisations,2021-12-20,8,TRUE,TRUE,archive,covid_archive,17,2021/22,9
COVID-19 hospitalisations,2021-12-27,8,TRUE,TRUE,archive,covid_archive,17,2021/22,9
COVID-19 hospitalisations,2022-01-03,8,TRUE,TRUE,archive,covid_archive,17,2021/22,9
COVID-19 hospitalisations,2022-01-10,8,TRUE,TRUE,archive,covid_archive,17,2021/22,9
COVID-19 hospitalisations,2022-01-17,8,TRUE,TRUE,archive,covid_archive,16,2021/22,9
COVID-19 hospitalisations,2022-01-24,8,TRUE,TRUE,archive,covid_archive,16,2021/22,9
COVID-19 hospitalisations,2022-01-31,8,TRUE,TRUE,archive,covid_archive,15,2021/22,9
COVID-19 hospitalisations,2022-02-07,8,TRUE,TRUE,archive,covid_archive,17,2021/22,9
COVID-19 hospitalisations,2022-02-14,8,TRUE,TRUE,archive,covid_archive,17,2021/22,9
COVID-19 hospitalisations,2022-02-21,8,TRUE,TRUE,archive,covid_archive,16,2021/22,9
COVID-19 hospitalisations,2022-02-28,7,TRUE,TRUE,archive,covid_archive,14,2021/22,8
COVID-19 hospitalisations,2022-03-07,7,TRUE,TRUE,archive,covid_archive,14,2021/22,8
COVID-19 hospitalisations,2022-03-14,8,TRUE,TRUE,archive,covid_archive,16,2021/22,9
COVID-19 hospitalisations,2022-03-21,8,TRUE,TRUE,archive,covid_archive,16,2021/22,9
COVID-19 hospitalisations,2022-03-28,8,TRUE,TRUE,archive,covid_archive,15,2021/22,9
COVID-19 hospitalisations,2022-04-04,8,TRUE,TRUE,archive,covid_archive,15,2021/22,9
COVID-19 hospitalisations,2022-04-11,8,TRUE,TRUE,archive,covid_archive,15,2021/22,9
COVID-19 hospitalisations,2022-04-18,7,TRUE,TRUE,archive,covid_archive,15,2021/22,8
COVID-19 hospitalisations,2022-04-25,7,TRUE,TRUE,archive,covid_archive,15,2021/22,8
COVID-19 hospitalisations,2022-05-02,7,TRUE,TRUE,archive,covid_archive,15,2021/22,8
COVID-19 hospitalisations,2022-05-09,7,TRUE,TRUE,archive,covid_archive,16,2021/22,8
COVID-19 hospitalisations,2022-05-16,7,TRUE,TRUE,archive,covid_archive,15,2021/22,8
COVID-19 hospitalisations,2022-05-23,6,TRUE,TRUE,archive,covid_archive,15,2021/22,7
COVID-19 hospitalisations,2022-05-30,6,TRUE,TRUE,archive,covid_archive,14,2021/22,7
COVID-19 hospitalisations,2022-06-06,6,TRUE,TRUE,archive,covid_archive,14,2021/22,7
COVID-19 hospitalisations,2022-06-13,6,TRUE,TRUE,archive,covid_archive,13,2021/22,7
COVID-19 hospitalisations,2022-06-20,3,TRUE,TRUE,archive,covid_archive,13,2021/22,4
COVID-19 hospitalisations,2022-06-27,6,TRUE,TRUE,archive,covid_archive,13,2021/22,7
COVID-19 hospitalisations,2022-07-04,6,TRUE,TRUE,archive,covid_archive,13,2021/22,7
COVID-19 hospitalisations,2022-07-11,7,TRUE,TRUE,archive,covid_archive,14,2021/22,8
COVID-19 hospitalisations,2022-07-18,7,TRUE,TRUE,archive,covid_archive,13,2021/22,8
COVID-19 hospitalisations,2022-07-25,7,TRUE,TRUE,archive,covid_archive,14,2021/22,8
COVID-19 hospitalisations,2022-08-01,7,TRUE,TRUE,archive,covid_archive,14,2022/23,8
COVID-19 hospitalisations,2022-08-08,7,TRUE,TRUE,archive,covid_archive,14,2022/23,8
COVID-19 hospitalisations,2022-08-15,7,TRUE,TRUE,archive,covid_archive,14,2022/23,8
COVID-19 hospitalisations,2022-08-22,7,TRUE,TRUE,archive,covid_archive,13,2022/23,8
COVID-19 hospitalisations,2022-08-29,7,TRUE,TRUE,archive,covid_archive,14,2022/23,8
COVID-19 hospitalisations,2022-09-05,7,TRUE,TRUE,archive,covid_archive,13,2022/23,8
COVID-19 hospitalisations,2022-09-12,7,TRUE,TRUE,archive,covid_archive,13,2022/23,8
COVID-19 hospitalisations,2022-09-19,7,TRUE,TRUE,archive,covid_archive,13,2022/23,8
COVID-19 hospitalisations,2022-09-26,7,TRUE,TRUE,archive,covid_archive,13,2022/23,8
COVID-19 hospitalisations,2022-10-03,6,TRUE,TRUE,archive,covid_archive,11,2022/23,7
COVID-19 hospitalisations,2022-10-10,7,TRUE,TRUE,archive,covid_archive,12,2022/23,8
COVID-19 hospitalisations,2022-10-17,4,TRUE,TRUE,archive,covid_archive,12,2022/23,5
COVID-19 hospitalisations,2022-10-24,3,TRUE,TRUE,archive,covid_archive,13,2022/23,4
COVID-19 hospitalisations,2022-10-31,4,TRUE,TRUE,archive,covid_archive,13,2022/23,5
COVID-19 hospitalisations,2022-11-07,4,TRUE,TRUE,archive,covid_archive,13,2022/23,5
COVID-19 hospitalisations,2022-11-14,3,TRUE,TRUE,archive,covid_archive,13,2022/23,4
COVID-19 hospitalisations,2022-11-21,3,TRUE,TRUE,archive,covid_archive,13,2022/23,4
COVID-19 hospitalisations,2022-11-28,3,TRUE,TRUE,archive,covid_archive,13,2022/23,4
COVID-19 hospitalisations,2022-12-05,3,TRUE,TRUE,archive,covid_archive,6,2022/23,4
COVID-19 hospitalisations,2022-12-12,3,FALSE,TRUE,archive,covid_archive,NA,2022/23,3
COVID-19 hospitalisations,2022-12-19,1,FALSE,TRUE,archive,covid_archive,NA,2022/23,1
COVID-19 hospitalisations,2022-12-26,0,FALSE,TRUE,archive,covid_archive,NA,2022/23,0
COVID-19 hospitalisations,2023-01-02,6,FALSE,TRUE,archive,covid_archive,NA,2022/23,6
COVID-19 hospitalisations,2023-01-09,2,TRUE,TRUE,archive,covid_archive,9,2022/23,3
COVID-19 hospitalisations,2023-01-16,6,FALSE,TRUE,archive,covid_archive,NA,2022/23,6
COVID-19 hospitalisations,2023-01-23,6,TRUE,TRUE,archive,covid_archive,9,2022/23,7
COVID-19 hospitalisations,2023-01-30,5,TRUE,TRUE,archive,covid_archive,9,2022/23,6
COVID-19 hospitalisations,2023-02-06,5,FALSE,TRUE,archive,covid_archive,NA,2022/23,5
COVID-19 hospitalisations,2023-02-13,5,TRUE,TRUE,archive,covid_archive,9,2022/23,6
COVID-19 hospitalisations,2023-02-20,2,TRUE,TRUE,archive,covid_archive,17,2022/23,3
COVID-19 hospitalisations,2023-02-27,4,FALSE,TRUE,archive,covid_archive,NA,2022/23,4
COVID-19 hospitalisations,2023-03-06,2,TRUE,TRUE,archive,covid_archive,17,2022/23,3
COVID-19 hospitalisations,2023-03-13,2,TRUE,TRUE,archive,covid_archive,20,2022/23,3
COVID-19 hospitalisations,2023-03-20,3,TRUE,TRUE,archive,covid_archive,20,2022/23,4
COVID-19 hospitalisations,2023-03-27,5,TRUE,TRUE,archive,covid_archive,20,2022/23,6
COVID-19 hospitalisations,2023-04-03,5,TRUE,TRUE,archive,covid_archive,20,2022/23,6
COVID-19 hospitalisations,2023-04-10,3,TRUE,TRUE,archive,covid_archive,19,2022/23,4
COVID-19 hospitalisations,2023-04-17,3,TRUE,TRUE,archive,covid_archive,19,2022/23,4
COVID-19 hospitalisations,2023-04-24,3,TRUE,TRUE,archive,covid_archive,19,2022/23,4
COVID-19 hospitalisations,2023-05-01,3,TRUE,TRUE,archive,covid_archive,19,2022/23,4
COVID-19 hospitalisations,2023-05-08,3,TRUE,TRUE,archive,covid_archive,19,2022/23,4
COVID-19 hospitalisations,2023-05-15,3,TRUE,TRUE,archive,covid_archive,19,2022/23,4
COVID-19 hospitalisations,2023-05-22,4,TRUE,TRUE,archive,covid_archive,14,2022/23,5
COVID-19 hospitalisations,2023-05-29,4,TRUE,TRUE,archive,covid_archive,14,2022/23,5
COVID-19 hospitalisations,2023-06-05,4,TRUE,TRUE,archive,covid_archive,13,2022/23,5
COVID-19 hospitalisations,2023-06-12,4,TRUE,TRUE,archive,covid_archive,12,2022/23,5
COVID-19 hospitalisations,2023-06-19,4,TRUE,TRUE,archive,covid_archive,13,2022/23,5
COVID-19 hospitalisations,2023-06-26,4,TRUE,TRUE,archive,covid_archive,13,2022/23,5
COVID-19 hospitalisations,2023-07-03,4,TRUE,TRUE,archive,covid_archive,12,2022/23,5
COVID-19 hospitalisations,2023-07-10,4,TRUE,TRUE,archive,covid_archive,12,2022/23,5
COVID-19 hospitalisations,2023-07-17,4,TRUE,TRUE,archive,covid_archive,11,2022/23,5
COVID-19 hospitalisations,2023-07-24,4,TRUE,TRUE,archive,covid_archive,11,2022/23,5
COVID-19 hospitalisations,2023-07-31,4,TRUE,TRUE,archive,covid_archive,9,2022/23,5
COVID-19 hospitalisations,2023-08-07,4,TRUE,TRUE,archive,covid_archive,9,2023/24,5
COVID-19 hospitalisations,2023-08-14,4,TRUE,TRUE,archive,covid_archive,9,2023/24,5
COVID-19 hospitalisations,2023-08-21,4,TRUE,TRUE,archive,covid_archive,9,2023/24,5
COVID-19 hospitalisations,2023-08-28,4,FALSE,TRUE,archive,covid_archive,NA,2023/24,4
COVID-19 hospitalisations,2023-09-04,4,TRUE,TRUE,archive,covid_archive,9,2023/24,5
COVID-19 hospitalisations,2023-09-11,4,TRUE,TRUE,archive,covid_archive,9,2023/24,5
COVID-19 hospitalisations,2023-09-18,4,TRUE,TRUE,archive,covid_archive,9,2023/24,5
COVID-19 hospitalisations,2023-09-25,4,TRUE,TRUE,archive,covid_archive,9,2023/24,5
COVID-19 hospitalisations,2023-10-02,4,TRUE,TRUE,archive,covid_archive,9,2023/24,5
COVID-19 hospitalisations,2023-10-09,4,TRUE,TRUE,archive,covid_archive,9,2023/24,5
COVID-19 hospitalisations,2023-10-16,3,TRUE,TRUE,archive,covid_archive,6,2023/24,4
COVID-19 hospitalisations,2023-10-23,3,TRUE,TRUE,archive,covid_archive,6,2023/24,4
COVID-19 hospitalisations,2023-10-30,4,TRUE,TRUE,archive,covid_archive,9,2023/24,5
COVID-19 hospitalisations,2023-11-06,4,TRUE,TRUE,archive,covid_archive,8,2023/24,5
COVID-19 hospitalisations,2023-11-13,2,TRUE,TRUE,archive,covid_archive,6,2023/24,3
COVID-19 hospitalisations,2023-11-20,2,FALSE,TRUE,archive,covid_archive,NA,2023/24,2
COVID-19 hospitalisations,2023-11-27,5,FALSE,TRUE,archive,covid_archive,NA,2023/24,5
COVID-19 hospitalisations,2023-12-04,5,TRUE,TRUE,archive,covid_archive,2,2023/24,6
COVID-19 hospitalisations,2023-12-11,5,TRUE,TRUE,archive,covid_archive,1,2023/24,6
COVID-19 hospitalisations,2023-12-18,5,TRUE,FALSE,archive,covid_archive,3,2023/24,6
COVID-19 hospitalisations,2023-12-25,5,TRUE,TRUE,archive,covid_archive,2,2023/24,6
COVID-19 hospitalisations,2024-01-01,4,TRUE,TRUE,archive,covid_archive,2,2023/24,5
COVID-19 hospitalisations,2024-01-08,4,FALSE,TRUE,archive,covid_archive,NA,2023/24,4
COVID-19 hospitalisations,2024-01-15,3,TRUE,TRUE,archive,covid_archive,1,2023/24,4
COVID-19 hospitalisations,2024-01-22,5,TRUE,TRUE,archive,covid_archive,2,2023/24,6
COVID-19 hospitalisations,2024-01-29,5,TRUE,TRUE,archive,covid_archive,2,2023/24,6
COVID-19 hospitalisations,2024-02-05,5,TRUE,TRUE,archive,covid_archive,2,2023/24,6
COVID-19 hospitalisations,2024-02-12,5,TRUE,TRUE,archive,covid_archive,2,2023/24,6
COVID-19 hospitalisations,2024-02-19,6,TRUE,TRUE,archive,covid_archive,2,2023/24,7
COVID-19 hospitalisations,2024-02-26,6,TRUE,TRUE,archive,covid_archive,2,2023/24,7
COVID-19 hospitalisations,2024-03-04,6,TRUE,TRUE,archive,covid_archive,2,2023/24,7
COVID-19 hospitalisations,2024-03-11,5,TRUE,TRUE,archive,covid_archive,2,2023/24,6
COVID-19 hospitalisations,2024-03-18,4,TRUE,TRUE,archive,covid_archive,1,2023/24,5
COVID-19 hospitalisations,2024-03-25,4,TRUE,TRUE,archive,covid_archive,2,2023/24,5
COVID-19 hospitalisations,2024-04-01,3,TRUE,TRUE,archive,covid_archive,1,2023/24,4
COVID-19 hospitalisations,2024-04-08,4,TRUE,TRUE,archive,covid_archive,2,2023/24,5
COVID-19 hospitalisations,2024-04-15,4,TRUE,TRUE,archive,covid_archive,1,2023/24,5
COVID-19 hospitalisations,2024-04-22,5,TRUE,TRUE,archive,covid_archive,2,2023/24,6
COVID-19 hospitalisations,2024-04-29,5,TRUE,FALSE,archive,covid_archive,1,2023/24,6
COVID-19 hospitalisations,2024-05-06,4,FALSE,FALSE,archive,covid_archive,NA,2023/24,4
COVID-19 hospitalisations,2024-05-20,3,FALSE,FALSE,archive,covid_archive,NA,2023/24,3
COVID-19 hospitalisations,2024-05-27,4,FALSE,FALSE,archive,covid_archive,NA,2023/24,4
COVID-19 hospitalisations,2024-06-03,4,FALSE,FALSE,archive,covid_archive,NA,2023/24,4
COVID-19 hospitalisations,2024-06-10,4,FALSE,FALSE,archive,covid_archive,NA,2023/24,4
COVID-19 hospitalisations,2024-06-17,2,FALSE,FALSE,archive,covid_archive,NA,2023/24,2
COVID-19 hospitalisations,2024-06-24,3,FALSE,FALSE,archive,covid_archive,NA,2023/24,3
COVID-19 hospitalisations,2024-07-01,3,FALSE,FALSE,archive,covid_archive,NA,2023/24,3
COVID-19 hospitalisations,2024-07-08,4,FALSE,FALSE,archive,covid_archive,NA,2023/24,4
COVID-19 hospitalisations,2024-07-15,4,FALSE,FALSE,archive,covid_archive,NA,2023/24,4
COVID-19 hospitalisations,2024-07-22,4,FALSE,FALSE,archive,covid_archive,NA,2023/24,4
COVID-19 hospitalisations,2024-07-29,4,FALSE,FALSE,archive,covid_archive,NA,2023/24,4
COVID-19 hospitalisations,2024-08-05,3,FALSE,FALSE,archive,covid_archive,NA,2024/25,3
COVID-19 hospitalisations,2024-08-12,1,FALSE,FALSE,archive,covid_archive,NA,2024/25,1
COVID-19 hospitalisations,2024-08-19,1,FALSE,FALSE,archive,covid_archive,NA,2024/25,1
COVID-19 hospitalisations,2024-08-26,1,FALSE,FALSE,archive,covid_archive,NA,2024/25,1
COVID-19 hospitalisations,2024-09-02,1,FALSE,FALSE,archive,covid_archive,NA,2024/25,1
COVID-19 hospitalisations,2024-09-16,2,FALSE,FALSE,archive,covid_archive,NA,2024/25,2
COVID-19 hospitalisations,2024-09-23,2,FALSE,FALSE,archive,covid_archive,NA,2024/25,2
COVID-19 hospitalisations,2024-09-30,2,FALSE,FALSE,archive,covid_archive,NA,2024/25,2
COVID-19 hospitalisations,2024-10-07,2,FALSE,FALSE,archive,covid_archive,NA,2024/25,2
COVID-19 hospitalisations,2024-10-14,2,FALSE,FALSE,archive,covid_archive,NA,2024/25,2
COVID-19 hospitalisations,2024-10-21,5,TRUE,TRUE,current,covid,9,2024/25,6
COVID-19 hospitalisations,2024-10-28,4,TRUE,TRUE,current,covid,9,2024/25,5
COVID-19 hospitalisations,2024-11-04,3,TRUE,TRUE,current,covid,9,2024/25,4
COVID-19 hospitalisations,2024-11-11,9,TRUE,TRUE,current,covid,10,2024/25,10
COVID-19 hospitalisations,2024-11-18,9,TRUE,TRUE,current,covid,10,2024/25,10
COVID-19 hospitalisations,2024-11-25,9,TRUE,TRUE,current,covid,10,2024/25,10
COVID-19 hospitalisations,2024-12-02,10,TRUE,TRUE,current,covid,10,2024/25,11
COVID-19 hospitalisations,2024-12-09,9,TRUE,TRUE,current,covid,11,2024/25,10
COVID-19 hospitalisations,2024-12-16,9,TRUE,TRUE,current,covid,11,2024/25,10
COVID-19 hospitalisations,2024-12-23,9,TRUE,TRUE,current,covid,11,2024/25,10
COVID-19 hospitalisations,2024-12-30,4,TRUE,TRUE,current,covid,9,2024/25,5
COVID-19 hospitalisations,2025-01-06,9,TRUE,TRUE,current,covid,11,2024/25,10
COVID-19 hospitalisations,2025-01-13,9,TRUE,TRUE,current,covid,11,2024/25,10
COVID-19 hospitalisations,2025-01-20,10,TRUE,TRUE,current,covid,12,2024/25,11
COVID-19 hospitalisations,2025-01-27,11,TRUE,TRUE,current,covid,12,2024/25,12
